"University","CostIState","CostOState","CollegeType","Undergraduates","EntranceDifficulty","AdmitRate","Applicants","City","State","Region","Starting Median Salary","Mid-Career Median Salary","Mid-Career 10th Percentile Salary","Mid-Career 25th Percentile Salary","Mid-Career 75th Percentile Salary","Mid-Career 90th Percentile Salary"
"mcneese state university",7310,18386,"public",6961,"moderately difficult",0.64,"3160","lake charles","LA",NA,NA,NA,NA,NA,NA,NA
"methodist university",32860,32860,"private",2217,"moderately difficult",0.63,"2904","fayetteville","NC",NA,NA,NA,NA,NA,NA,NA
"devry university atlanta",17512,17512,"private for profit",903,"minimally difficult",NA,NA,"decatur","GA",NA,NA,NA,NA,NA,NA,NA
"florida atlantic university",6039,21595,"public",25400,"moderately difficult",0.6,"15907","boca raton","FL","Southern",42600,71100,40700,53000,99500,137000
"welch college",18458,18458,"private",327,"noncompetitive",0.69,"115","gallatin","TN",NA,NA,NA,NA,NA,NA,NA
"frostburg state university",8914,22262,"public",4884,"moderately difficult",0.63,"4228","frostburg","MD",NA,NA,NA,NA,NA,NA,NA
"johnson university",14920,14920,"private",842,"moderately difficult",0.53,"370","knoxville","TN",NA,NA,NA,NA,NA,NA,NA
"georgia southwestern state university",6332,19408,"public",2558,"moderately difficult",0.68,"1389","americus","GA",NA,NA,NA,NA,NA,NA,NA
"miles college",11604,11604,"private",1738,"noncompetitive",0.26,"2905","fairfield","AL",NA,NA,NA,NA,NA,NA,NA
"georgia southern university",7422,20904,"public",18005,"moderately difficult",0.65,"9834","statesboro","GA",NA,NA,NA,NA,NA,NA,NA
"kennesaw state university",7432,21158,"public",32166,"moderately difficult",0.59,"15122","kennesaw","GA",NA,NA,NA,NA,NA,NA,NA
"georgia regents university",10718,29756,"public",5133,NA,0.59,"2151","augusta","GA",NA,NA,NA,NA,NA,NA,NA
"louisiana state university shreveport",7055,13632,"public",2776,"moderately difficult",0.81,"602","shreveport","LA",NA,NA,NA,NA,NA,NA,NA
"hendrix college",44070,44070,"private",1321,"very difficult",0.77,"1830","conway","AR",NA,NA,NA,NA,NA,NA,NA
"hood college",37960,37960,"private",1174,"moderately difficult",0.71,"1727","frederick","MD",NA,NA,NA,NA,NA,NA,NA
"johns hopkins university",52670,52670,"private",6117,NA,0.12,"27094","baltimore","MD",NA,NA,NA,NA,NA,NA,NA
"university of mary washington",12128,27374,"public",4357,"very difficult",0.74,"6270","fredericksburg","VA",NA,NA,NA,NA,NA,NA,NA
"university of west alabama",9204,16818,"public",1978,"minimally difficult",0.53,"1032","livingston","AL",NA,NA,NA,NA,NA,NA,NA
"university of north carolina school of the arts",9211,25081,"public",907,NA,NA,NA,"winston salem","NC",NA,NA,NA,NA,NA,NA,NA
"tennessee wesleyan college",23800,23800,"private",1015,"minimally difficult",0.58,"988","athens","TN",NA,NA,NA,NA,NA,NA,NA
"university of north alabama",10370,18680,"public",6313,"minimally difficult",0.52,"4761","florence","AL",NA,NA,NA,NA,NA,NA,NA
"morehouse college",27278,27278,"private",2108,"moderately difficult",0.66,"3186","atlanta","GA",NA,NA,NA,NA,NA,NA,NA
"lenoir-rhyne university",35350,35350,"private",1710,"moderately difficult",0.7,"6300","hickory","NC",NA,NA,NA,NA,NA,NA,NA
"lander university",10700,20300,"public",2969,"moderately difficult",0.42,"3342","greenwood","SC",NA,NA,NA,NA,NA,NA,NA
"north carolina a&t state university",6419,19309,"public",9203,"moderately difficult",0.58,"7491","greensboro","NC",NA,NA,NA,NA,NA,NA,NA
"louisiana tech university",9255,30297,"public",11281,"moderately difficult",0.62,"7227","ruston","LA",NA,NA,NA,NA,NA,NA,NA
"new college of florida",6916,29944,"public",861,"very difficult",0.71,"1417","sarasota","FL",NA,NA,NA,NA,NA,NA,NA
"university of new orleans",8694,13530,"public",6442,"moderately difficult",0.6,"3409","new orleans","LA",NA,NA,NA,NA,NA,NA,NA
"morgan state university",7767,17833,"public",6114,"moderately difficult",0.43,"9166","baltimore","MD",NA,NA,NA,NA,NA,NA,NA
"marymount university",30426,30426,"private",2323,"moderately difficult",0.91,"2476","arlington","VA",NA,NA,NA,NA,NA,NA,NA
"university of maryland",10399,33606,"public",28472,"moderately difficult",0.48,"30272","college park","MD","Southern",52000,95000,50400,68300,126000,166000
"loyola university new orleans",39242,39242,"private",2483,"moderately difficult",0.68,"5160","new orleans","LA",NA,NA,NA,NA,NA,NA,NA
"lincoln memorial university",21410,21410,"private",1699,"moderately difficult",0.74,"2306","harrogate","TN",NA,NA,NA,NA,NA,NA,NA
"university of memphis",9700,21413,"public",16639,"moderately difficult",0.92,"7556","memphis","TN","Southern",41400,69700,36100,49100,93500,127000
"morehead state university",8956,13426,"public",14400,"minimally difficult",0.83,"15996","morehead","KY","Southern",34800,60600,34300,46500,72000,91300
"liberty university",24304,24304,"private",13646,"minimally difficult",0.28,"22984","lynchburg","VA",NA,NA,NA,NA,NA,NA,NA
"university of kentucky",11772,27856,"public",22621,"moderately difficult",0.91,"20480","lexington","KY","Southern",42800,78300,43000,57300,107000,149000
"middle tennessee state university",8948,27578,"public",20140,"moderately difficult",0.73,"8164","murfreesboro","TN",NA,NA,NA,NA,NA,NA,NA
"mississippi state university",8318,22358,"public",18090,"moderately difficult",0.71,"13930","mississippi state","MS","Southern",44500,79300,43300,58800,108000,151000
"lynchburg college",37690,37690,"private",2079,"moderately difficult",0.64,"5223","lynchburg","VA",NA,NA,NA,NA,NA,NA,NA
"university of mississippi",8300,23564,"public",18785,"moderately difficult",0.79,"18059","university","MS","Southern",41400,79700,40400,53500,108000,186000
"george washington university",53518,53518,"private",11504,"most difficult",0.4,"25488","washington","DC","Southern",47000,97900,48400,69600,132000,194000
"embry-riddle aeronautical university",36536,36536,"private",5447,"moderately difficult",0.71,"4901","daytona beach","FL","Southern",52700,80700,49800,64000,106000,142000
"talladega college",12510,12510,"private",989,"moderately difficult",0.15,"2047","talladega","AL",NA,NA,NA,NA,NA,NA,NA
"university of tampa",28426,28426,"private",7382,"moderately difficult",0.48,"19947","tampa","FL",NA,NA,NA,NA,NA,NA,NA
"tennessee state university",7776,21132,"public",7007,"minimally difficult",0.53,"8857","nashville","TN",NA,NA,NA,NA,NA,NA,NA
"tennessee technological university",8873,25529,"public",10052,"moderately difficult",0.93,"4973","cookeville","TN","Southern",46200,80000,42100,62600,99500,121000
"university of tennessee chattanooga",8664,26558,"public",10170,"moderately difficult",0.78,"7628","chattanooga","TN",NA,NA,NA,NA,NA,NA,NA
"university of tennessee",12970,31160,"public",22139,"moderately difficult",0.77,"17583","knoxville","TN","Southern",43800,74600,41900,53200,106000,153000
"university of tennessee martin",9236,14996,"public",6279,"moderately difficult",0.67,"3547","martin","TN",NA,NA,NA,NA,NA,NA,NA
"thomas more college",30270,30270,"private",1821,"moderately difficult",0.89,"2401","crestview hills","KY",NA,NA,NA,NA,NA,NA,NA
"toccoa falls college",22104,22104,"private",1254,"moderately difficult",0.54,"881","toccoa falls","GA",NA,NA,NA,NA,NA,NA,NA
"tougaloo college",10607,10607,"private",900,"minimally difficult",0.4,"2551","tougaloo","MS",NA,NA,NA,NA,NA,NA,NA
"towson university",9694,22140,"public",19198,"moderately difficult",0.74,"11897","towson","MD",NA,NA,NA,NA,NA,NA,NA
"transylvania university",37290,37290,"private",963,"very difficult",0.95,"1216","lexington","KY",NA,NA,NA,NA,NA,NA,NA
"trevecca nazarene university",25100,25100,"private",2092,"moderately difficult",0.72,"1417","nashville","TN",NA,NA,NA,NA,NA,NA,NA
"trinity washington university",23690,23690,"private",1043,"moderately difficult",NA,NA,"washington","DC",NA,NA,NA,NA,NA,NA,NA
"troy university",12155,22267,"public",14243,"moderately difficult",0.9,"6565","troy","AL",NA,NA,NA,NA,NA,NA,NA
"tulane university",52960,52960,"private",6377,"very difficult",0.26,"32006","new orleans","LA","Southern",49100,95800,46500,64400,134000,185000
"tusculum college",23700,23700,"private",1585,"moderately difficult",0.74,"2238","greeneville","TN","Southern",36900,55500,36200,43000,87300,124000
"tuskegee university",22170,22170,"private",2485,"moderately difficult",0.53,"7529","tuskegee","AL",NA,NA,NA,NA,NA,NA,NA
"union college",26080,26080,"private",2203,"very difficult",0.37,"6648","schenectady","NY","Northeastern",47200,95800,48700,75200,135000,230000
"union college",26080,26080,"private",805,"moderately difficult",0.64,"1811","lincoln","NE","Northeastern",47200,95800,48700,75200,135000,230000
"union college",26080,26080,"private",975,"moderately difficult",0.67,"1344","barbourville","KY","Northeastern",47200,95800,48700,75200,135000,230000
"union university",31510,31510,"private",2214,"moderately difficult",0.63,"2012","jackson","TN",NA,NA,NA,NA,NA,NA,NA
"united states naval academy",NA,NA,"public",4525,"very difficult",0.09,"16101","annapolis","MD",NA,NA,NA,NA,NA,NA,NA
"valdosta state university",7476,20958,"public",8780,"moderately difficult",0.65,"5108","valdosta","GA",NA,NA,NA,NA,NA,NA,NA
"vanderbilt university",47664,47664,"private",6871,"most difficult",0.11,"32442","nashville","TN","Southern",51200,104000,49900,68100,147000,222000
"stevenson university",35490,35490,"private",3621,"moderately difficult",0.61,"5856","stevenson","MD",NA,NA,NA,NA,NA,NA,NA
"university of the virgin islands",5235,14496,"public",2132,"noncompetitive",0.92,"1789","st thomas","VI",NA,NA,NA,NA,NA,NA,NA
"virginia commonwealth university",13570,32942,"public",24212,NA,0.75,"17176","richmond","VA","Southern",42000,68400,37400,51900,1e+05,123000
"virginia military institute",18214,43902,"public",1713,"moderately difficult",0.51,"1843","lexington","VA",NA,NA,NA,NA,NA,NA,NA
"virginia polytechnic institute & state university",13230,30410,"public",25791,"moderately difficult",0.71,"25000","blacksburg","VA","Southern",53500,95400,50600,71400,124000,163000
"virginia state university",8726,18841,"public",4165,"minimally difficult",0.94,"5722","petersburg","VA",NA,NA,NA,NA,NA,NA,NA
"virginia union university",16772,16772,"private",1509,"moderately difficult",0.49,"7337","richmond","VA",NA,NA,NA,NA,NA,NA,NA
"university of virginia",16781,46634,"public",16736,"very difficult",0.3,"30840","charlottesville","VA","Southern",52700,103000,52200,71800,146000,215000
"university of virginia's college wise",9825,26385,"public",2221,"moderately difficult",0.76,"1068","wise","VA",NA,NA,NA,NA,NA,NA,NA
"virginia wesleyan college",36660,36660,"private",1374,"moderately difficult",0.9,"1654","norfolk","VA","Southern",34600,54900,NA,37100,88900,NA
"voorhees college",12630,12630,"private",468,"moderately difficult",0.5,"2776","denmark","SC",NA,NA,NA,NA,NA,NA,NA
"wake forest university",51400,51400,"private",4955,"very difficult",0.3,"14006","winston salem","NC",NA,NA,NA,NA,NA,NA,NA
"warner university",21116,21116,"private",921,"minimally difficult",0.58,"391","lake wales","FL",NA,NA,NA,NA,NA,NA,NA
"warren wilson college",35244,35244,"private",753,"moderately difficult",0.84,"809","asheville","NC",NA,NA,NA,NA,NA,NA,NA
"washington college",44700,44700,"private",1479,"moderately difficult",0.49,"6720","chestertown","MD",NA,NA,NA,NA,NA,NA,NA
"washington & lee university",50170,50170,"private",1830,"most difficult",0.24,"5101","lexington","VA","Southern",53600,104000,NA,82800,146000,NA
"webber international university",25358,25358,"private",654,"moderately difficult",0.5,"713","babson park","FL",NA,NA,NA,NA,NA,NA,NA
"wesley college",26406,26406,"private",1661,"moderately difficult",0.63,"2933","dover","DE",NA,NA,NA,NA,NA,NA,NA
"wesleyan college",22370,22370,"private",635,"moderately difficult",0.38,"842","macon","GA",NA,NA,NA,NA,NA,NA,NA
"university of west florida",6569,19451,"public",10200,"moderately difficult",0.42,"7104","pensacola","FL",NA,NA,NA,NA,NA,NA,NA
"university of west georgia",7292,20774,"public",11155,"moderately difficult",0.59,"8131","carrollton","GA",NA,NA,NA,NA,NA,NA,NA
"west liberty university",7380,15020,"public",2166,"minimally difficult",0.72,"1692","west liberty","WV",NA,NA,NA,NA,NA,NA,NA
"west virginia university institute of technology",6960,17544,"public",1347,"minimally difficult",0.53,"1613","montgomery","WV",NA,NA,NA,NA,NA,NA,NA
"west virginia state university",7165,15572,"public",3391,"minimally difficult",0.96,"3462","institute","WV",NA,NA,NA,NA,NA,NA,NA
"west virginia university",8376,23616,"public",22350,"moderately difficult",0.76,"21558","morgantown","WV","Southern",43100,78100,39700,55700,106000,141000
"west virginia wesleyan college",30752,30752,"private",1396,"moderately difficult",0.77,"1730","buckhannon","WV",NA,NA,NA,NA,NA,NA,NA
"western carolina university",7191,17584,"public",9171,"moderately difficult",0.41,"18297","cullowhee","NC","Southern",36900,66600,39000,49500,94400,133000
"western kentucky university",10202,25512,"public",17595,"minimally difficult",0.94,"9693","bowling green","KY",NA,NA,NA,NA,NA,NA,NA
"college of william & mary",22044,43099,"public",6276,"most difficult",0.37,"14382","williamsburg","VA",NA,NA,NA,NA,NA,NA,NA
"wilmington university",10940,10940,"private",8873,"noncompetitive",1,"3299","new castle","DE",NA,NA,NA,NA,NA,NA,NA
"wingate university",31120,31120,"private",2084,"moderately difficult",0.7,"7581","wingate","NC",NA,NA,NA,NA,NA,NA,NA
"winston-salem state university",5850,16097,"public",5960,"minimally difficult",0.54,"4068","winston salem","NC",NA,NA,NA,NA,NA,NA,NA
"winthrop university",15220,29136,"public",5091,"moderately difficult",0.69,"4940","rock hill","SC",NA,NA,NA,NA,NA,NA,NA
"north carolina state university",9058,27406,"public",23847,"very difficult",0.46,"25929","raleigh","NC","Southern",47200,83300,49200,64800,112000,153000
"university of north carolina asheville",7002,23725,"public",3806,"moderately difficult",0.78,"3433","asheville","NC",NA,NA,NA,NA,NA,NA,NA
"university of north carolina chapel hill",9005,34588,"public",18523,"very difficult",0.27,"34889","chapel hill","NC","Southern",42900,81500,43400,57500,117000,155000
"university of north carolina charlotte",7023,20457,"public",23404,"moderately difficult",0.62,"17475","charlotte","NC","Southern",43100,74000,38200,53200,99500,133000
"university of north carolina greensboro",7137,22296,"public",16281,"moderately difficult",0.74,"9035","greensboro","NC",NA,NA,NA,NA,NA,NA,NA
"university of north carolina wilmington",7048,21064,"public",13914,"moderately difficult",0.72,"10436","wilmington","NC","Southern",37500,64400,32100,46600,97100,129000
"north carolina wesleyan college",30150,30150,"private",2092,"moderately difficult",0.62,"4038","rocky mount","NC",NA,NA,NA,NA,NA,NA,NA
"university of north florida",6394,20112,"public",13846,"moderately difficult",0.65,"11346","jacksonville","FL",NA,NA,NA,NA,NA,NA,NA
"university of north georgia",7336,21148,"public",17704,"moderately difficult",0.66,"5634","dahlonega","GA",NA,NA,NA,NA,NA,NA,NA
"university of louisiana monroe",8470,20568,"public",7276,"moderately difficult",0.94,"3187","monroe","LA",NA,NA,NA,NA,NA,NA,NA
"northern kentucky university",9744,19104,"public",12389,NA,0.91,"6059","highland heights","KY",NA,NA,NA,NA,NA,NA,NA
"northwestern state university of louisiana",7880,18668,"public",8700,"moderately difficult",0.58,"4088","natchitoches","LA",NA,NA,NA,NA,NA,NA,NA
"notre dame of maryland university",36070,36070,"private",1169,"moderately difficult",0.49,"827","baltimore","MD",NA,NA,NA,NA,NA,NA,NA
"nova southeastern university",29940,29940,"private",4295,"moderately difficult",0.52,"6532","fort lauderdale","FL",NA,NA,NA,NA,NA,NA,NA
"oakwood university",16720,16720,"private",1824,"minimally difficult",0.57,"1492","huntsville","AL",NA,NA,NA,NA,NA,NA,NA
"oglethorpe university",36680,36680,"private",1147,"very difficult",0.78,"2768","atlanta","GA",NA,NA,NA,NA,NA,NA,NA
"old dominion university",10350,28200,"public",19793,"moderately difficult",0.85,"11352","norfolk","VA",NA,NA,NA,NA,NA,NA,NA
"ouachita baptist university",25870,25870,"private",1494,"moderately difficult",0.67,"1712","arkadelphia","AR",NA,NA,NA,NA,NA,NA,NA
"our lady of holy cross college",16100,16100,"private",1128,"minimally difficult",NA,NA,"new orleans","LA",NA,NA,NA,NA,NA,NA,NA
"university of the ozarks",23750,23750,"private",651,"moderately difficult",0.97,"744","clarksville","AR",NA,NA,NA,NA,NA,NA,NA
"paine college",14224,14224,"private",502,"minimally difficult",0.25,"3964","augusta","GA",NA,NA,NA,NA,NA,NA,NA
"palm beach atlantic university",29950,29950,"private",2926,"moderately difficult",0.93,"1449","west palm beach","FL",NA,NA,NA,NA,NA,NA,NA
"university of north carolina pembroke",5956,17547,"public",5514,"moderately difficult",0.74,"4544","pembroke","NC",NA,NA,NA,NA,NA,NA,NA
"piedmont college",24464,24464,"private",1295,"moderately difficult",0.57,"1335","demorest","GA",NA,NA,NA,NA,NA,NA,NA
"university of pikeville",20350,20350,"private",1658,"noncompetitive",1,"2437","pikeville","KY",NA,NA,NA,NA,NA,NA,NA
"presbyterian college",37842,37842,"private",1063,"very difficult",0.6,"2636","clinton","SC",NA,NA,NA,NA,NA,NA,NA
"queens university of charlotte",35202,35202,"private",1641,"moderately difficult",0.67,"2111","charlotte","NC",NA,NA,NA,NA,NA,NA,NA
"radford university",10627,22262,"public",8453,"minimally difficult",0.81,"7447","radford","VA",NA,NA,NA,NA,NA,NA,NA
"randolph-macon college",40100,40100,"private",1446,"moderately difficult",0.61,"2842","ashland","VA","Southern",42600,83600,NA,54100,123000,NA
"randolph college",38155,38155,"private",663,"moderately difficult",0.84,"1214","lynchburg","VA",NA,NA,NA,NA,NA,NA,NA
"rust college",9700,9700,"private",1004,"minimally difficult",0.07,"5337","holly springs","MS",NA,NA,NA,NA,NA,NA,NA
"rhodes college",46504,46504,"private",1999,"very difficult",0.54,"4481","memphis","TN",NA,NA,NA,NA,NA,NA,NA
"university of richmond",50910,50910,"private",3036,"very difficult",0.32,"10422","university of richmond","VA","Southern",48600,94600,44500,59400,151000,211000
"ringling college of art & design",45100,45100,"private",1341,"moderately difficult",0.78,"1752","sarasota","FL",NA,NA,NA,NA,NA,NA,NA
"roanoke college",42694,42694,"private",1992,"moderately difficult",0.73,"4459","salem","VA",NA,NA,NA,NA,NA,NA,NA
"st. andrews university",25874,25874,"private",688,"moderately difficult",0.57,"1238","laurinburg","NC",NA,NA,NA,NA,NA,NA,NA
"st. augustine's university",17890,17890,"private",944,"moderately difficult",0.71,"4040","raleigh","NC",NA,NA,NA,NA,NA,NA,NA
"st. john's college",51670,51670,"private",122,"moderately difficult",0.68,"90","springfield","IL",NA,NA,NA,NA,NA,NA,NA
"st. john's college",51670,51670,"private",326,"moderately difficult",0.63,"298","santa fe","NM",NA,NA,NA,NA,NA,NA,NA
"st. john's college",51670,51670,"private",434,"moderately difficult",0.53,"612","annapolis","MD",NA,NA,NA,NA,NA,NA,NA
"saint joseph seminary college",17490,17490,"private",107,"minimally difficult",NA,NA,"saint benedict","LA",NA,NA,NA,NA,NA,NA,NA
"saint leo university",22280,22280,"private",2264,"moderately difficult",0.7,"4501","saint leo","FL","Southern",40900,57800,34400,41800,80600,113000
"salem college",28566,28566,"private",938,"moderately difficult",0.6,"929","winston salem","NC",NA,NA,NA,NA,NA,NA,NA
"salisbury university",9582,18622,"public",7861,"moderately difficult",0.66,"8307","salisbury","MD",NA,NA,NA,NA,NA,NA,NA
"samford university",30490,30490,"private",3341,"moderately difficult",0.91,"3446","birmingham","AL",NA,NA,NA,NA,NA,NA,NA
"savannah state university",6734,19810,"public",4645,"minimally difficult",0.83,"2950","savannah","GA",NA,NA,NA,NA,NA,NA,NA
"university of south alabama",9390,18780,"public",11755,"moderately difficult",0.8,"6401","mobile","AL",NA,NA,NA,NA,NA,NA,NA
"south carolina state university",10740,21120,"public",2529,"minimally difficult",0.86,"2847","orangeburg","SC",NA,NA,NA,NA,NA,NA,NA
"coastal carolina university",11200,25872,"public",9747,"moderately difficult",0.61,"17768","conway","SC",NA,NA,NA,NA,NA,NA,NA
"university of south carolina upstate",11520,22848,"public",5594,"moderately difficult",0.56,"3633","spartanburg","SC",NA,NA,NA,NA,NA,NA,NA
"university of south florida",6410,17324,"public",31461,"moderately difficult",0.47,"28623","tampa","FL","Southern",41100,71100,39600,51500,98100,131000
"southeastern louisiana university",8153,20629,"public",13559,"moderately difficult",0.88,"4226","hammond","LA",NA,NA,NA,NA,NA,NA,NA
"southeastern university",24160,24160,"private",5055,"minimally difficult",0.46,"4061","lakeland","FL",NA,NA,NA,NA,NA,NA,NA
"southern adventist university",21550,21550,"private",2673,"moderately difficult",0.6,"2003","collegedale","TN",NA,NA,NA,NA,NA,NA,NA
"salem international university",12920,12920,"private for profit",631,NA,NA,NA,"salem","WV",NA,NA,NA,NA,NA,NA,NA
"st. mary's college of maryland",14496,29947,"public",1643,"moderately difficult",0.8,"1767","st mary's city","MD",NA,NA,NA,NA,NA,NA,NA
"spring hill college",37584,37584,"private",1396,"moderately difficult",0.44,"8534","mobile","AL",NA,NA,NA,NA,NA,NA,NA
"university of south carolina aiken",10502,20702,"public",3374,"moderately difficult",0.61,"2177","aiken","SC",NA,NA,NA,NA,NA,NA,NA
"savannah college of art & design",35910,35910,"private",10573,"moderately difficult",0.71,"11723","savannah","GA",NA,NA,NA,NA,NA,NA,NA
"university of southern mississippi",7964,9964,"public",11779,"moderately difficult",0.46,"6607","hattiesburg","MS",NA,NA,NA,NA,NA,NA,NA
"spelman college",28431,28431,"private",2125,"very difficult",0.36,"7864","atlanta","GA",NA,NA,NA,NA,NA,NA,NA
"sweet briar college",37155,37155,"private",365,"minimally difficult",0.93,"950","sweet briar","VA",NA,NA,NA,NA,NA,NA,NA
"stetson university",44480,44480,"private",3084,"moderately difficult",0.63,"11216","deland","FL",NA,NA,NA,NA,NA,NA,NA
"st. thomas university",31550,31550,"private",2752,NA,NA,NA,"miami gardens","FL",NA,NA,NA,NA,NA,NA,NA
"shaw university",16480,16480,"private",1713,"minimally difficult",0.49,"9605","raleigh","NC",NA,NA,NA,NA,NA,NA,NA
"shenandoah university",31910,31910,"private",2099,NA,NA,NA,"winchester","VA",NA,NA,NA,NA,NA,NA,NA
"shorter university",21670,21670,"private",1377,"moderately difficult",0.61,"1820","rome","GA",NA,NA,NA,NA,NA,NA,NA
"university of south carolina",12262,32362,"public",25556,"moderately difficult",0.65,"23341","columbia","SC","Southern",40000,71700,36300,49900,98400,131000
"sewanee: university of the south",45120,45120,"private",1731,"very difficult",0.44,"4423","sewanee","TN",NA,NA,NA,NA,NA,NA,NA
"delaware state university",7352,16138,"public",3943,"moderately difficult",0.44,"8141","dover","DE",NA,NA,NA,NA,NA,NA,NA
"university of delaware",13160,33150,"public",18374,"moderately difficult",0.65,"24456","newark","DE","Southern",45900,84500,44500,64000,119000,165000
"delta state university",6859,6859,"public",2778,"noncompetitive",0.92,"496","cleveland","MS",NA,NA,NA,NA,NA,NA,NA
"dillard university",18099,18099,"private",1185,"moderately difficult",0.48,"4615","new orleans","LA",NA,NA,NA,NA,NA,NA,NA
"university of the district of columbia",8060,15956,"public",4491,"minimally difficult",NA,NA,"washington","DC",NA,NA,NA,NA,NA,NA,NA
"emporia state university",6345,19918,"public",3702,"noncompetitive",0.87,"1702","emporia","KS",NA,NA,NA,NA,NA,NA,NA
"saint martin's university",35656,35656,"private",1281,"moderately difficult",0.95,"1344","lacey","WA",NA,NA,NA,NA,NA,NA,NA
"oklahoma state university",8738,23776,"public",21093,"moderately difficult",0.75,"13055","stillwater","OK","Southern",42800,80700,40100,56500,114000,151000
"university of st. thomas",32560,32560,"private",1814,"moderately difficult",0.77,"942","houston","TX",NA,NA,NA,NA,NA,NA,NA
"university of st. thomas",32560,32560,"private",6111,"moderately difficult",0.83,"6221","st paul","MN",NA,NA,NA,NA,NA,NA,NA
"pomona college",51075,51075,"private",1660,"most difficult",0.09,"8102","claremont","CA","California",48600,101000,NA,63300,161000,NA
"pacific lutheran university",41092,41092,"private",2782,"moderately difficult",0.77,"3770","tacoma","WA",NA,NA,NA,NA,NA,NA,NA
"northwestern oklahoma state university",6706,13823,"public",1982,"moderately difficult",0.81,"1078","alva","OK",NA,NA,NA,NA,NA,NA,NA
"midwestern state university",8485,10435,"public",5287,"moderately difficult",0.76,"2854","wichita falls","TX",NA,NA,NA,NA,NA,NA,NA
"jarvis christian college",11720,11720,"private",NA,"minimally difficult",0.54,"983","hawkins","TX",NA,NA,NA,NA,NA,NA,NA
"hardin-simmons university",27440,27440,"private",1721,"moderately difficult",0.88,"1149","abilene","TX",NA,NA,NA,NA,NA,NA,NA
"multnomah university",24680,24680,"private",417,"moderately difficult",0.7,"198","portland","OR",NA,NA,NA,NA,NA,NA,NA
"california state university fullerton",6830,18710,"public",34576,"moderately difficult",0.48,"44493","fullerton","CA","California",45700,87000,45400,62500,119000,158000
"baker university",28960,28960,"private",1144,"moderately difficult",0.78,"899","baldwin city","KS",NA,NA,NA,NA,NA,NA,NA
"university of colorado denver",11258,31448,"public",14622,"moderately difficult",0.61,"12252","denver","CO","Western",46100,84400,46400,58600,105000,144000
"northeastern state university",6334,14022,"public",6923,"moderately difficult",0.83,"1815","tahlequah","OK",NA,NA,NA,NA,NA,NA,NA
"youngstown state university",8397,14397,"public",11391,"minimally difficult",0.67,"9010","youngstown","OH",NA,NA,NA,NA,NA,NA,NA
"xavier university",37230,37230,"private",4633,"moderately difficult",0.73,"11605","cincinnati","OH",NA,NA,NA,NA,NA,NA,NA
"wright state university",8730,17608,"public",12504,"minimally difficult",0.95,"5897","dayton","OH",NA,NA,NA,NA,NA,NA,NA
"college of wooster",48600,48600,"private",2003,"moderately difficult",0.58,"5667","wooster","OH",NA,NA,NA,NA,NA,NA,NA
"wittenberg university",38730,38730,"private",1960,"moderately difficult",0.78,"6906","springfield","OH","Midwestern",39200,78200,NA,54100,131000,NA
"university of wisconsin whitewater",7662,16235,"public",11380,"moderately difficult",0.81,"6228","whitewater","WI","Midwestern",40800,75500,38200,53500,99300,150000
"university of wisconsin superior",8109,15682,"public",2365,"minimally difficult",0.69,"1148","superior","WI",NA,NA,NA,NA,NA,NA,NA
"university of wisconsin stout",9456,17423,"public",8398,"moderately difficult",0.88,"3445","menomonie","WI","Midwestern",43600,68300,40900,50600,91600,136000
"university of wisconsin stevens point",8031,16498,"public",8296,"moderately difficult",0.77,"4005","stevens point","WI","Midwestern",39800,64000,38400,45100,95400,128000
"university of wisconsin river falls",7850,15425,"public",5507,"moderately difficult",0.9,"2467","river falls","WI",NA,NA,NA,NA,NA,NA,NA
"university of wisconsin platteville",7381,15231,"public",7793,NA,NA,NA,"platteville","WI","Midwestern",45800,78500,48400,61200,1e+05,139000
"university of wisconsin parkside",7529,15518,"public",4276,"moderately difficult",0.82,"1629","kenosha","WI","Midwestern",40700,71400,40900,53100,84900,119000
"university of wisconsin oshkosh",7587,15160,"public",13194,"moderately difficult",0.68,"5846","oshkosh","WI","Midwestern",39300,66400,37700,49700,90100,138000
"university of wisconsin milwaukee",11008,22288,"public",21375,"moderately difficult",0.72,"9834","milwaukee","WI","Midwestern",42300,74600,40600,54000,93700,123000
"university of wisconsin madison",10533,34783,"public",31710,"very difficult",0.53,"32887","madison","WI","Midwestern",48900,87800,47400,62400,118000,170000
"university of wisconsin la crosse",8922,17591,"public",9699,"moderately difficult",0.82,"5801","la crosse","WI","Midwestern",42200,69300,37500,47200,93100,133000
"university of wisconsin green bay",7878,15728,"public",6758,"moderately difficult",0.92,"2126","green bay","WI","Midwestern",35800,60600,35500,46800,81800,102000
"university of wisconsin eau claire",8816,16736,"public",9981,"moderately difficult",0.89,"5706","eau claire","WI","Midwestern",41400,64800,35000,47300,93100,125000
"winona state university",9381,15302,"public",7656,"moderately difficult",0.6,"7476","winona","MN",NA,NA,NA,NA,NA,NA,NA
"wilmington college",25500,25500,"private",1432,"moderately difficult",NA,NA,"wilmington","OH",NA,NA,NA,NA,NA,NA,NA
"william woods university",23260,23260,"private",971,"moderately difficult",0.7,"895","fulton","MO",NA,NA,NA,NA,NA,NA,NA
"william penn university",25000,25000,"private",1449,"moderately difficult",0.59,"1096","oskaloosa","IA",NA,NA,NA,NA,NA,NA,NA
"william jewell college",33620,33620,"private",992,"moderately difficult",0.51,"2081","liberty","MO",NA,NA,NA,NA,NA,NA,NA
